iter	RMSE
347	0.9665211818
348	0.9664476881
349	0.9662639911
350	0.9642799994
351	0.9633716654
352	0.9626033621
353	0.9621274246
354	0.9620207164
355	0.9608475311
356	0.9598226884
357	0.9592434255
358	0.9591675166
359	0.9578125789
360	0.9577427048
361	0.9576972288
362	0.9563986801
363	0.9562787522
364	0.9560204543
365	0.95594206
366	0.955874727
367	0.955378177
368	0.9551239099
369	0.9542644842
370	0.9541634217
371	0.9536061652
372	0.9517324268
373	0.9510958682
374	0.9509996977
375	0.9507084906
376	0.9501243575
377	0.9500035879
378	0.9494394883
379	0.9493990628
380	0.9491529082
381	0.9487724847
382	0.9479207889
383	0.9475204304
384	0.9466450844
385	0.9465583661
386	0.9463796649
387	0.9453879207
388	0.9446739246
389	0.9438258995
390	0.9437460893
391	0.9429285464
392	0.9426869304
393	0.9423942977
394	0.9423177885
395	0.9418718815
396	0.9411947538
397	0.940014572
398	0.9387270249
399	0.9386357903
400	0.9385104342
401	0.9383811321
402	0.938043574
403	0.937920107
404	0.9375607866
405	0.9373292033
406	0.9364477762
407	0.9363870209
408	0.9355478764
409	0.9346586438
410	0.934456353
411	0.93411233
412	0.9333433839
413	0.9331445301
414	0.9328039454
415	0.9327026278
416	0.9323007042
417	0.932202352
418	0.9314432069
419	0.9306065799
420	0.9303488081
421	0.9297634428
422	0.9288486737
423	0.928814055
424	0.9286907308
425	0.9279329294
426	0.9278385811
427	0.9271076054
428	0.9264698516
429	0.9260422169
430	0.9259759361
431	0.9251470956
432	0.925082421
433	0.9247748902
434	0.92454642
435	0.9240600196
436	0.9240084694
437	0.9233099386
438	0.9228465867
439	0.922005039
440	0.9218836291
441	0.9211706407
442	0.9207340029
443	0.9206510582
444	0.9189811208
445	0.9189498047
446	0.9189008613
447	0.9188205988
448	0.9184095796
449	0.9176811449
450	0.9176056019
451	0.9168914539
452	0.9158547195
453	0.9157553021
454	0.9156706781
455	0.9148409936
456	0.9139425625
457	0.9132450718
458	0.9129449493
459	0.9128036971
460	0.9117862546
461	0.9111046532
462	0.9107985756
463	0.9100367307
464	0.9094870977
465	0.9088054634
466	0.9084152705
467	0.9080169773
468	0.9079105597
469	0.9069630597
470	0.9061611294
471	0.9055123304
472	0.9045821076
473	0.9038399835
474	0.9036955032
475	0.9033064655
476	0.9024035983
477	0.9023311426
478	0.9016157451
479	0.9012242448
480	0.9004898615
481	0.8999308952
482	0.8995530353
483	0.89919743
484	0.8984556591
485	0.8984154283
486	0.8976918106
487	0.8973215698
488	0.896692932
489	0.8964037055
490	0.8958069179
491	0.8951999399
492	0.8941418822
493	0.8938689093
494	0.8929063762
495	0.8928688238
496	0.8919685381
497	0.8913906503
498	0.8910266057
499	0.8907450272
500	0.8905530796
501	0.890208707
502	0.8898850562
503	0.889322094
504	0.8890550925
505	0.8887917891
506	0.88843729
507	0.888051399
508	0.8875613466
509	0.887218618
510	0.886682705
511	0.8858826264
512	0.8855244957
513	0.885269178
514	0.8851497335
515	0.8842458006
516	0.8833515467
517	0.8830823357
518	0.882834602
519	0.8825604094
520	0.8823179157
521	0.8814566928
522	0.8809052202
523	0.8803117623
524	0.8800733232
525	0.8794462079
526	0.8790628618
527	0.8780675382
528	0.8777069239
529	0.8773331804
530	0.8769623983
531	0.8763456508
532	0.8760679113
533	0.8757607261
534	0.8754243107
535	0.8752174693
536	0.8749916076
537	0.8743494701
538	0.8735271757
539	0.8728507935
540	0.8718177369
541	0.8709327649
542	0.8699970627
543	0.8697061312
544	0.8691586458
545	0.8689479355
546	0.8682280807
547	0.8679373007
548	0.8677923516
549	0.8674235972
550	0.8668147611
551	0.8664693056
552	0.8656497173
553	0.8652777612
554	0.8647694725
555	0.8645593416
556	0.8643540885
557	0.8643323311
558	0.8636174966
559	0.8632988909
560	0.8627827691
561	0.8624489021
562	0.8618482
563	0.8613543732
564	0.8611551351
565	0.8605923485
566	0.8598429293
567	0.8598145947
568	0.8594988512
569	0.8589365326
570	0.858471734
571	0.858109811
572	0.857688375
573	0.856870364
574	0.8566058811
575	0.856417392
576	0.8562217495
577	0.8559163611
578	0.8556487388
579	0.8552037635
580	0.8548900297
581	0.8546992621
582	0.8543727371
583	0.8538544456
584	0.8535435352
585	0.8532128254
586	0.8524233842
587	0.8522388656
588	0.8520567843
589	0.8518771003
590	0.8515588954
591	0.8511351007
592	0.8510078869
593	0.8508303493
594	0.8505544709
595	0.849783338
596	0.8491502358
597	0.8486319978
598	0.848322504
599	0.8481972578
600	0.8475426825
601	0.8471750072
602	0.8466115512
603	0.8463138847
604	0.8461401634
605	0.8458503308
606	0.8455858988
607	0.8452356086
608	0.8450687558
609	0.8443151225
610	0.843588936
611	0.8434002379
612	0.842874631
613	0.8427136392
614	0.8424326384
615	0.841793836
616	0.8415854453
617	0.8413184198
618	0.8409869128
619	0.8407662691
620	0.8404766387
621	0.8402997782
622	0.8399637848
623	0.8391187755
624	0.8389539779
625	0.8388703198
626	0.8387350452
627	0.8384127287
628	0.8379361023
629	0.8376638422
630	0.8368882246
631	0.8365941859
632	0.8360726334
633	0.8359128061
634	0.8356227499
635	0.8353565579
636	0.8351115609
637	0.8348543008
638	0.8344562326
639	0.8340757221
640	0.833564095
641	0.8332829519
642	0.8331124743
643	0.8327485776
644	0.8321800423
645	0.8319265135
646	0.8314948171
647	0.8312480737
648	0.8305168119
649	0.8302424298
650	0.8298898076
651	0.8291115891
652	0.8288697683
653	0.8286399512
654	0.8285260198
655	0.8281943291
656	0.8280501753
657	0.8278272948
658	0.8274868005
659	0.8272563301
660	0.8265687135
661	0.8264309479
662	0.8260420915
663	0.8254492753
664	0.8248760398
665	0.8246655209
666	0.8241216916
667	0.823548123
668	0.8233865744
669	0.8226250558
670	0.8218228518
671	0.8216124355
672	0.821399155
673	0.8212587812
674	0.8207449664
675	0.8204408242
676	0.8202324381
677	0.8200283245
678	0.8196160896
679	0.8194154629
680	0.8190437993
681	0.8188476746
682	0.8185901114
683	0.8180989009
684	0.8175800546
685	0.8173080232
686	0.8165569352
687	0.8163719227
688	0.8162771315
689	0.8161730954
690	0.8160301703
691	0.8157163124
692	0.8153364527
693	0.8150395871
694	0.8144042849
695	0.8142115693
696	0.8140221037
697	0.8137908801
698	0.8135826365
699	0.8134574915
700	0.8132743754
701	0.8130771043
702	0.8123953751
703	0.8122760438
704	0.8120587176
705	0.8115461516
706	0.8113536003
707	0.8109368722
708	0.8105690413
709	0.810398393
710	0.8100881042
711	0.8096105893
712	0.8094374604
713	0.8093246463
714	0.8092134359
715	0.8091239864
716	0.8088789228
717	0.8087151409
718	0.8081525731
719	0.8077023372
720	0.8076052447
721	0.8073666377
722	0.8072921856
723	0.8071083081
724	0.8068921905
725	0.8067591298
726	0.8065170277
727	0.8058525466
728	0.8053597626
729	0.8047250243
730	0.8040388173
731	0.8039309711
732	0.8035542346
733	0.8034480794
734	0.8031593909
735	0.8025794655
736	0.8023477606
737	0.8021217539
738	0.8020499163
739	0.8015094939
740	0.8009606618
741	0.8004413774
742	0.8002093483
743	0.7997607341
744	0.7996332568
745	0.7994578132
746	0.7993275353
747	0.7986310904
748	0.7985286161
749	0.7982862747
750	0.7980160239
751	0.797924261
752	0.79756716
753	0.7969183006
754	0.7965528084
755	0.7960977866
756	0.7959446144
757	0.7958782668
758	0.7957282015
759	0.7953847986
760	0.7949298407
761	0.7948314049
762	0.7942092801
763	0.7939516945
764	0.7933223886
765	0.7931026288
766	0.7925698568
767	0.792425331
768	0.7918032039
769	0.7914071965
770	0.7908750767
771	0.7902708463
772	0.790172531
773	0.7897732
774	0.7892719573
775	0.7888338122
776	0.7884872069
777	0.7881062893
778	0.7878875888
779	0.7876737799
780	0.7875179073
781	0.7871955989
782	0.7869876163
783	0.7866655484
784	0.7860951944
785	0.7859207328
786	0.7855457748
787	0.7854560733
788	0.7847150243
789	0.7842628386
790	0.7836588109
791	0.7832957816
792	0.7831676907
793	0.7829567994
794	0.7825264492
795	0.7821998682
796	0.7817387802
797	0.7812499289
798	0.7807919248
799	0.7800786112
800	0.77972876
801	0.7792510459
802	0.7788867552
803	0.7785825434
804	0.7784992757
805	0.7778545596
806	0.7775679
807	0.7774597473
808	0.7770206403
809	0.776784527
810	0.776561687
811	0.7759666254
812	0.7754168805
813	0.7749739261
814	0.774843117
815	0.7746148863
816	0.774271091
817	0.7740548844
818	0.7736392427
819	0.7734265728
820	0.7732414487
821	0.7730672891
822	0.7728802036
823	0.7722467324
824	0.772029482
825	0.7716217137
826	0.7712422773
827	0.771044207
828	0.7705969153
829	0.7702220188
830	0.7698570044
831	0.7693092584
832	0.7688858658
833	0.7687328346
834	0.7685030805
835	0.7680873151
836	0.7679185918
837	0.7678284868
838	0.7674468164
839	0.7671336146
840	0.767020124
841	0.7668928576
842	0.7668785704
843	0.7662732311
844	0.7661648303
845	0.7660689046
846	0.7656705299
847	0.76531454
848	0.7652713782
849	0.7649759755
850	0.7648209823
851	0.7644017887
852	0.7641005665
853	0.7640263424
854	0.7640144324
855	0.7639423546
856	0.7633438762
857	0.7629857271
858	0.7628189742
859	0.7624349669
860	0.7620890657
861	0.7616824506
862	0.7612279711
863	0.7608159325
864	0.7603086944
865	0.7601643918
866	0.7598798344
867	0.7597120483
868	0.7593057794
869	0.7591613019
870	0.7586976805
871	0.7586270859
872	0.7583165992
873	0.7577466531
874	0.757475647
875	0.7568693518
876	0.7562542273
877	0.7560539985
878	0.7555739258
879	0.7552160331
880	0.7548926857
881	0.7545816789
882	0.7544584138
883	0.7543061016
884	0.7539136574
885	0.7534676259
886	0.753240423
887	0.7528625695
888	0.7524266453
889	0.7521334185
890	0.7518122941
891	0.7512691365
892	0.7510262189
893	0.7507061135
894	0.7503974028
895	0.7500848271
896	0.749789355
897	0.749737007
898	0.7493628378
899	0.7492283066
900	0.7489422439
901	0.7486433226
902	0.748605502
903	0.7482650205
904	0.7479754922
905	0.7479056089
906	0.7474690271
907	0.747266556
908	0.7469254148
909	0.7465444921
910	0.7460792209
911	0.7458387424
912	0.7453675007
913	0.7450970008
914	0.7445565731
915	0.7442904494
916	0.7440166625
917	0.743657312
918	0.7433453736
919	0.7433118137
920	0.7429263324
921	0.7423703613
922	0.7420865678
923	0.7418557044
924	0.7416496836
925	0.7411982316
926	0.7408206175
927	0.740413451
928	0.7396887201
929	0.7393696034
930	0.7391867672
931	0.7391766101
932	0.7387847557
933	0.7383924009
934	0.7381317059
935	0.7376355824
936	0.7371859221
937	0.7366990487
938	0.7365872519
939	0.7363362355
940	0.7359931969
941	0.7355588121
942	0.735481059
943	0.7352645655
944	0.7352109251
945	0.7349583463
946	0.7347530298
947	0.7344277213
948	0.7341692332
949	0.7339172593
950	0.7339064563
951	0.733631512
952	0.7335679799
953	0.7331281116
954	0.7328132047
955	0.7327934003
956	0.732282872
957	0.7319304357
958	0.731741451
959	0.7314279583
960	0.7313042136
961	0.7311717703
962	0.7310994955
963	0.7307402892
964	0.7307308789
965	0.7302385004
966	0.7299704108
967	0.7296550275
968	0.7292478803
969	0.7289473184
970	0.7286389973
971	0.7283750012
972	0.7281841107
973	0.7280051579
974	0.7277078537
975	0.7274628782
976	0.7274244823
977	0.7272157114
978	0.7270192406
979	0.7264438727
980	0.7264337572
981	0.7260704146
982	0.7260429292
983	0.7255092222
984	0.7253400856
985	0.7252887282
986	0.7250839438
987	0.7246686327
988	0.7240454232
989	0.7239312093
990	0.7238015562
991	0.7235784921
992	0.7234046318
993	0.7229594734
994	0.7227437294
995	0.7227337325
996	0.7224697206
997	0.722183811
998	0.7219960904
999	0.721764438
